Gene	log2FC
FOXK1	0
AP5Z1	0
RADIL	0
PAPOLB	0
RBAK	0
WIPI2	0
SLC29A4	0
TNRC18	0
FBXL18	0
FSCN1	0
RNF216	0
OCM	0
CCZ1	0
RSPH10B	0
PMS2	0
AIMP2	0
EIF2AK1	0
USP42	0
CYTH3	0
FAM220A	0
DAGLB	0
ZDHHC4	0
C7orf26	0
ZNF853	0
ZNF316	0
ZNF12	0
CCZ1B	0
C1GALT1	0
COL28A1	0
MIOS	0
RPA3	0
GLCCI1	0
ICA1	0
PHF14	0
THSD7A	0
TMEM106B	0
VWDE	0
SCIN	0
ETV1	0
AGMO	0
MEOX2	0
SOSTDC1	0
ANKMY2	0
BZW2	0
TSPAN13	0
AGR2	0
AHR	0
SNX13	0
HDAC9	0
TWIST1	0
TWISTNB	0
MACC1	0
ITGB8	0
SP4	0
DNAH11	0
CDCA7L	0
RAPGEF5	0
STEAP1B	0
IL6	0
FAM126A	0
KLHL7	0
GPNMB	0
MALSU1	0
IGF2BP3	0
CCDC126	0
FAM221A	0
STK31	0
MPP6	0
OSBPL3	0
C7orf31	0
NFE2L3	0
SNX10	0
SKAP2	0
HOXA1	0
HOXA3	0
HOXA4	0
HOXA5	0
HOXA6	0
HOXA7	0
HOXA9	0
HOXA10	0
HIBADH	0
JAZF1	0
CREB5	0
TRIL	0
CPVL	0
CHN2	0
PRR15	0
WIPF3	0
SCRN1	0
FKBP14	0
PLEKHA8	0
MTURN	0
ZNRF2	0
NOD1	0
GGCT	0
INMT	0
AQP1	0
PPP1R17	0
PDE1C	0
AVL9	0
KBTBD2	0
FKBP9	0
NT5C3A	0
RP9	0
BBS9	0
DPY19L1	0
HERPUD2	0
EEPD1	0
KIAA0895	0
ANLN	0
AOAH	0
ELMO1	0
GPR141	0
EPDR1	0
NME8	0
SFRP4	0
STARD3NL	0
AMPH	0
VPS41	0
RALA	0
CDK13	0
MPLKIP	0
SUGCT	0
INHBA	0
GLI3	0
C7orf25	0
MRPL32	0
COA1	0
BLVRA	0
MRPS24	0
URGCP	0
UBE2D4	0
SPDYE1	0
PGAM2	0
POLM	0
AEBP1	0
POLD2	0
GCK	0
YKT6	0
CAMK2B	0
NUDCD3	0
NPC1L1	0
DDX56	0
OGDH	0
ZMIZ2	0
PURB	0
MYO1G	0
CCM2	0
NACAD	0
TBRG4	0
RAMP3	0
ADCY1	0
IGFBP1	0
IGFBP3	0
TNS3	0
HUS1	0
SUN3	0
C7orf57	0
UPP1	0
CDC14C	0
FIGNL1	0
DDC	0
GRB10	0
COBL	0
EGFR	0
LANCL2	0
ZNF713	0
PSPH	0
SUMF2	0
PHKG1	0
ZNF736	0
ZNF680	0
ZNF107	0
ZNF138	0
ZNF273	0
ZNF117	0
ERV3-1	0
ZNF92	0
VKORC1L1	0
GUSB	0
ASL	0
CRCP	0
TPST1	0
KCTD7	0
TMEM248	0
TYW1	0
AUTS2	0
TYW1B	0
POM121	0
NSUN5	0
FKBP6	0
FZD9	0
BAZ1B	0
BCL7B	0
TBL2	0
MLXIPL	0
VPS37D	0
DNAJC30	0
STX1A	0
ABHD11	0
CLDN3	0
CLDN4	0
ELN	0
LIMK1	0
LAT2	0
RFC2	0
CLIP2	0
GTF2IRD1	0
GTF2I	0
NCF1	0
GTF2IRD2	0
GTF2IRD2B	0
TRIM73	0
POM121C	0
SPDYE5	0
HIP1	0
CCL26	0
CCL24	0
RHBDD2	0
POR	0
TMEM120A	0
STYXL1	0
YWHAG	0
SSC4D	0
ZP3	0
DTX2	0
POMZP3	0
CCDC146	0
FGL2	0
GSAP	0
PTPN12	0
TMEM60	0
PHTF2	0
MAGI2	0
GNAI1	0
CD36	0
SEMA3C	0
HGF	0
CACNA2D1	0
PCLO	0
SEMA3E	0
SEMA3A	0
SEMA3D	0
GRM3	0
KIAA1324L	0
DMTF1	0
CROT	0
ABCB4	0
ABCB1	0
RUNDC3B	0
SLC25A40	0
DBF4	0
ADAM22	0
STEAP4	0
STEAP1	0
CFAP69	0
GTPBP10	0
CLDN12	0
CDK14	0
FZD1	0
MTERF1	0
CYP51A1	0
LRRD1	0
KRIT1	0
ANKIB1	0
GATAD1	0
PEX1	0
RBM48	0
CDK6	0
SAMD9	0
SAMD9L	0
HEPACAM2	0
CALCR	0
TFPI2	0
GNG11	0
BET1	0
COL1A2	0
CASD1	0
SGCE	0
PEG10	0
PPP1R9A	0
PON1	0
PON3	0
PON2	0
PDK4	0
DYNC1I1	0
SLC25A13	0
ASNS	0
LMTK2	0
TECPR1	0
BRI3	0
BAIAP2L1	0
NPTX2	0
TRRAP	0
SMURF1	0
ARPC1A	0
PTCD1	0
CPSF4	0
ZNF789	0
ZNF394	0
ZKSCAN5	0
FAM200A	0
ZNF655	0
ZSCAN25	0
CYP3A5	0
CYP3A7	0
CYP3A4	0
TRIM4	0
AZGP1	0
ZKSCAN1	0
ZSCAN21	0
ZNF3	0
MCM7	0
AP4M1	0
TAF6	0
CNPY4	0
MBLAC1	0
GAL3ST4	0
GPC2	0
STAG3	0
PVRIG	0
SPDYE3	0
PILRB	0
PILRA	0
ZCWPW1	0
MEPCE	0
PPP1R35	0
C7orf61	0
AGFG2	0
SAP25	0
LRCH4	0
FBXO24	0
PCOLCE	0
MOSPD3	0
TFR2	0
GIGYF1	0
POP7	0
EPHB4	0
SLC12A9	0
TRIP6	0
SRRT	0
UFSP1	0
ACHE	0
MUC3A	0
MUC12	0
TRIM56	0
SERPINE1	0
AP1S1	0
VGF	0
PLOD3	0
CLDN15	0
IFT22	0
COL26A1	0
CUX1	0
SH2B2	0
PRKRIP1	0
ORAI2	0
ALKBH4	0
LRWD1	0
RASA4B	0
RASA4	0
POLR2J2	0
FAM185A	0
FBXL13	0
LRRC17	0
ARMC10	0
NAPEPLD	0
PMPCB	0
DNAJC2	0
PSMC2	0
ORC5	0
SRPK2	0
PUS7	0
RINT1	0
EFCAB10	0
ATXN7L1	0
CDHR3	0
SYPL1	0
CCDC71L	0
PIK3CG	0
PRKAR2B	0
HBP1	0
COG5	0
GPR22	0
DUS4L	0
BCAP29	0
SLC26A4	0
CBLL1	0
DLD	0
LAMB1	0
NRCAM	0
PNPLA8	0
THAP5	0
IMMP2L	0
LRRN3	0
DOCK4	0
ZNF277	0
LSMEM1	0
TMEM168	0
GPR85	0
FOXP2	0
MDFIC	0
TFEC	0
TES	0
CAV2	0
CAV1	0
MET	0
ST7	0
CTTNBP2	0
ANKRD7	0
TSPAN12	0
ING3	0
CPED1	0
WNT16	0
FAM3C	0
AASS	0
CADPS2	0
IQUB	0
ASB15	0
WASL	0
POT1	0
GRM8	0
ZNF800	0
GCC1	0
ARF5	0
FSCN3	0
SND1	0
LRRC4	0
RBM28	0
IMPDH1	0
HILPDA	0
METTL2B	0
CALU	0
CCDC136	0
KCP	0
IRF5	0
TNPO3	0
TSPAN33	0
SMO	0
AHCYL2	0
STRIP2	0
SMKR1	0
NRF1	0
UBE2H	0
ZC3HC1	0
KLHDC10	0
TMEM209	0
CPA2	0
CPA5	0
CPA1	0
CEP41	0
MEST	0
COPG2	0
TSGA13	0
MKLN1	0
PODXL	0
PLXNA4	0
CHCHD3	0
EXOC4	0
LRGUK	0
SLC35B4	0
AKR1B1	0
AKR1B10	0
BPGM	0
CALD1	0
AGBL3	0
TMEM140	0
WDR91	0
CNOT4	0
NUP205	0
SLC13A4	0
PTN	0
DGKI	0
CREB3L2	0
TRIM24	0
SVOPL	0
TMEM213	0
KIAA1549	0
ZC3HAV1L	0
TTC26	0
UBN2	0
LUC7L2	0
KLRG2	0
HIPK2	0
TBXAS1	0
PARP12	0
KDM7A	0
SLC37A3	0
RAB19	0
MKRN1	0
DENND2A	0
ADCK2	0
BRAF	0
MRPS33	0
TMEM178B	0
AGK	0
TAS2R4	0
MGAM	0
CLEC5A	0
EPHB6	0
TRPV5	0
KEL	0
TMEM139	0
CASP2	0
CLCN1	0
FAM131B	0
ZYX	0
EPHA1	0
CTAGE6	0
TCAF1	0
ARHGEF35	0
ARHGEF5	0
TPK1	0
CNTNAP2	0
CUL1	0
EZH2	0
PDIA4	0
ZNF786	0
ZNF425	0
ZNF398	0
ZNF282	0
ZNF212	0
ZNF783	0
ZNF777	0
ZNF746	0
KRBA1	0
ZNF467	0
ZNF862	0
ATP6V0E2	0
ACTR3C	0
LRRC61	0
ZBED6CL	0
RARRES2	0
REPIN1	0
ZNF775	0
GIMAP8	0
GIMAP6	0
GIMAP2	0
GIMAP1	0
GIMAP5	0
TMEM176B	0
TMEM176A	0
AOC1	0
KCNH2	0
NOS3	0
ATG9B	0
ABCB8	0
ASIC3	0
CDK5	0
SLC4A2	0
FASTK	0
TMUB1	0
AGAP3	0
ABCF2	0
CHPF2	0
SMARCD3	0
NUB1	0
WDR86	0
PRKAG2	0
GALNT11	0
KMT2C	0
XRCC2	0
ACTR3B	0
PAXIP1	0
INSIG1	0
RBM33	0
SHH	0
RNF32	0
LMBR1	0
NOM1	0
MNX1	0
UBE3C	0
PTPRN2	0
NCAPG2	0
ESYT2	0
WDR60	0
VIPR2	0
ARSD	0
MXRA5	0
PRKX	0
STS	0
PNPLA4	0
TBL1X	0
SHROOM2	0
WWC3	0
CLCN4	0
MID1	0
HCCS	0
ARHGAP6	0
MSL3	0
PRPS2	0
TLR7	0
TLR8	0
FAM9C	0
EGFL6	0
TCEANC	0
RAB9A	0
TRAPPC2	0
GPM6B	0
GEMIN8	0
FANCB	0
MOSPD2	0
ASB9	0
ASB11	0
PIGA	0
PIR	0
BMX	0
CA5B	0
ZRSR2	0
CTPS2	0
TXLNG	0
RBBP7	0
REPS2	0
NHS	0
SCML1	0
RAI2	0
SCML2	0
CDKL5	0
PHKA2	0
PDHA1	0
MAP3K15	0
MAP7D2	0
RPS6KA3	0
CNKSR2	0
KLHL34	0
MBTPS2	0
YY2	0
SMS	0
PHEX	0
PTCHD1	0
PRDX4	0
ACOT9	0
APOO	0
CXorf58	0
KLHL15	0
ZFX	0
PDK3	0
POLA1	0
ARX	0
IL1RAPL1	0
CXorf21	0
GK	0
TAB3	0
DMD	0
TMEM47	0
PRRG1	0
LANCL3	0
CYBB	0
DYNLT3	0
SRPX	0
RPGR	0
OTC	0
TSPAN7	0
MID1IP1	0
BCOR	0
CXorf38	0
MED14	0
USP9X	0
CASK	0
GPR34	0
GPR82	0
MAOA	0
MAOB	0
NDP	0
EFHC2	0
FUNDC1	0
KDM6A	0
KRBOX4	0
ZNF674	0
CHST7	0
SLC9A7	0
RP2	0
JADE3	0
RGN	0
RBM10	0
UBA1	0
CDK16	0
USP11	0
ZNF41	0
ARAF	0
SYN1	0
CFP	0
ELK1	0
ZNF81	0
ZNF182	0
ZNF630	0
SLC38A5	0
FTSJ1	0
PORCN	0
EBP	0
TBC1D25	0
WDR13	0
SUV39H1	0
GATA1	0
HDAC6	0
PCSK1N	0
TIMM17B	0
PQBP1	0
SLC35A2	0
OTUD5	0
KCND1	0
GRIPAP1	0
TFE3	0
CCDC120	0
PRAF2	0
WDR45	0
GPKOW	0
MAGIX	0
PRICKLE3	0
SYP	0
CACNA1F	0
CCDC22	0
FOXP3	0
PPP1R3F	0
USP27X	0
CLCN5	0
CCNB3	0
DGKK	0
SHROOM4	0
NUDT10	0
NUDT11	0
GSPT2	0
MAGED1	0
FAM156A	0
TSPYL2	0
KDM5C	0
IQSEC2	0
SMC1A	0
RIBC1	0
HSD17B10	0
HUWE1	0
PHF8	0
FAM120C	0
WNK3	0
TSR2	0
FGD1	0
GNL3L	0
MAGED2	0
TRO	0
PFKFB1	0
APEX2	0
PAGE2	0
FAM104B	0
PAGE5	0
MAGEH1	0
USP51	0
RRAGB	0
KLF8	0
UBQLN2	0
SPIN3	0
SPIN2B	0
SPIN2A	0
FAAH2	0
ZXDB	0
ZXDA	0
SPIN4	0
ARHGEF9	0
AMER1	0
MTMR8	0
ZC4H2	0
ZC3H12B	0
LAS1L	0
VSIG4	0
HEPH	0
EDA2R	0
AR	0
OPHN1	0
YIPF6	0
STARD8	0
EFNB1	0
PJA1	0
EDA	0
OTUD6A	0
PDZD11	0
KIF4A	0
DLG3	0
SNX12	0
FOXO4	0
CXorf65	0
MED12	0
NLGN3	0
GJB1	0
ZMYM3	0
ITGB1BP2	0
TAF1	0
OGT	0
CXCR3	0
NHSL2	0
PIN4	0
ERCC6L	0
CITED1	0
HDAC8	0
PHKA1	0
NAP1L2	0
CHIC1	0
SLC16A2	0
RLIM	0
ABCB7	0
UPRT	0
ZDHHC15	0
PBDC1	0
MAGEE1	0
MAGT1	0
ATP7A	0
PGAM4	0
TAF9B	0
CYSLTR1	0
P2RY10	0
GPR174	0
BRWD3	0
HMGN5	0
RPS6KA6	0
HDX	0
APOOL	0
ZNF711	0
POF1B	0
CHM	0
KLHL4	0
PCDH11X	0
NAP1L3	0
FAM133A	0
DIAPH2	0
RPA4	0
TSPAN6	0
SRPX2	0
SYTL4	0
CSTF2	0
XKRX	0
TRMT2B	0
CENPI	0
DRP2	0
TAF7L	0
TIMM8A	0
BTK	0
GLA	0
HNRNPH2	0
ARMCX4	0
ARMCX1	0
ARMCX6	0
ARMCX3	0
ARMCX2	0
ZMAT1	0
TCEAL2	0
BEX5	0
TMSB15A	0
ARMCX5	0
GPRASP1	0
GPRASP2	0
BHLHB9	0
BEX1	0
NXF3	0
BEX4	0
TCEAL8	0
TCEAL5	0
BEX2	0
TCEAL7	0
RAB40A	0
TCEAL4	0
TCEAL3	0
TCEAL1	0
MORF4L2	0
TMEM31	0
RAB9B	0
SLC25A53	0
ZCCHC18	0
FAM199X	0
SERPINA7	0
RNF128	0
TBC1D8B	0
MORC4	0
RBM41	0
NUP62CL	0
FRMPD3	0
PRPS1	0
MID2	0
VSIG1	0
PSMD10	0
ATG4A	0
COL4A5	0
NXT2	0
KCNE5	0
ACSL4	0
TMEM164	0
AMMECR1	0
PAK3	0
CAPN6	0
ALG13	0
LHFPL1	0
AMOT	0
IL13RA2	0
LRCH2	0
PLS3	0
KLHL13	0
WDR44	0
DOCK11	0
IL13RA1	0
ZCCHC12	0
LONRF3	0
PGRMC1	0
SLC25A43	0
CXorf56	0
UBE2A	0
NKRF	0
SOWAHD	0
UPF3B	0
RNF113A	0
NKAP	0
RHOXF1	0
ZBTB33	0
TMEM255A	0
LAMP2	0
CUL4B	0
MCTS1	0
C1GALT1C1	0
GLUD2	0
THOC2	0
XIAP	0
STAG2	0
TENM1	0
SMARCA1	0
OCRL	0
APLN	0
XPNPEP2	0
SASH3	0
ZDHHC9	0
UTP14A	0
BCORL1	0
ELF4	0
AIFM1	0
RAB33A	0
ZNF280C	0
SLC25A14	0
RBMX2	0
ENOX2	0
STK26	0
RAP2C	0
MBNL3	0
GPC4	0
GPC3	0
PHF6	0
HPRT1	0
FAM122B	0
FAM122C	0
MOSPD1	0
SMIM10	0
ZNF75D	0
ZNF449	0
SAGE1	0
MMGT1	0
SLC9A6	0
FHL1	0
MAP7D3	0
HTATSF1	0
CD40LG	0
ARHGEF6	0
FGF13	0
F9	0
MCF2	0
ATP11C	0
LDOC1	0
SLITRK4	0
UBE2NL	0
FMR1	0
CXorf40A	0
TMEM185A	0
CXorf40B	0
MAMLD1	0
MTM1	0
MTMR1	0
CD99L2	0
HMGB3	0
VMA21	0
PRRG3	0
GABRE	0
CSAG1	0
CETN2	0
NSDHL	0
ZNF185	0
PNMA5	0
PNMA3	0
PNMA6A	0
ZNF275	0
ZFP92	0
HAUS7	0
BGN	0
DUSP9	0
SLC6A8	0
ABCD1	0
IDH3G	0
PDZD4	0
L1CAM	0
AVPR2	0
ARHGAP4	0
NAA10	0
RENBP	0
HCFC1	0
TMEM187	0
IRAK1	0
MECP2	0
TKTL1	0
FLNA	0
EMD	0
DNASE1L1	0
TAZ	0
ATP6AP1	0
GDI1	0
FAM50A	0
PLXNA3	0
LAGE3	0
UBL4A	0
SLC10A3	0
FAM3A	0
G6PD	0
IKBKG	0
CTAG2	0
GAB3	0
DKC1	0
MPP1	0
F8	0
F8A1	0
FUNDC2	0
CMC4	0
MTCP1	0
BRCC3	0
VBP1	0
RAB39B	0
CLIC2	0
F8A3	0
TMLHE	0
ZNF596	0
FBXO25	0
TDRP	0
ERICH1	0
DLGAP2	0
CLN8	0
ARHGEF10	0
KBTBD11	0
MYOM2	0
MCPH1	0
ANGPT2	0
AGPAT5	0
DEFB1	0
CLDN23	0
MFHAS1	0
ERI1	0
PPP1R3B	0
TNKS	0
MSRA	0
RP1L1	0
SOX7	0
PINX1	0
XKR6	0
MTMR9	0
SLC35G5	0
FAM167A	0
BLK	0
GATA4	0
NEIL2	0
FDFT1	0
FAM86B1	0
LONRF1	0
DLC1	0
C8orf48	0
TUSC3	0
MSR1	0
MICU3	0
ZDHHC2	0
CNOT7	0
VPS37A	0
SLC7A2	0
PDGFRL	0
MTUS1	0
FGL1	0
NAT1	0
PSD3	0
SH2D4A	0
CSGALNACT1	0
INTS10	0
LPL	0
SLC18A1	0
ATP6V1B2	0
LZTS1	0
GFRA2	0
XPO7	0
NPM2	0
FGF17	0
DMTN	0
FAM160B2	0
NUDT18	0
HR	0
REEP4	0
BMP1	0
POLR3D	0
PIWIL2	0
SLC39A14	0
PPP3CC	0
SORBS3	0
PDLIM2	0
C8orf58	0
CCAR2	0
BIN3	0
EGR3	0
PEBP4	0
RHOBTB2	0
TNFRSF10B	0
TNFRSF10C	0
TNFRSF10D	0
TNFRSF10A	0
CHMP7	0
R3HCC1	0
LOXL2	0
ENTPD4	0
SLC25A37	0
NKX3-1	0
STC1	0
ADAM28	0
ADAMDEC1	0
NEFM	0
NEFL	0
DOCK5	0
GNRH1	0
KCTD9	0
CDCA2	0
EBF2	0
PPP2R2A	0
BNIP3L	0
PNMA2	0
DPYSL2	0
ADRA1A	0
STMN4	0
TRIM35	0
PTK2B	0
EPHX2	0
CLU	0
SCARA3	0
CCDC25	0
ESCO2	0
PBK	0
SCARA5	0
NUGGC	0
ELP3	0
PNOC	0
ZNF395	0
FBXO16	0
FZD3	0
EXTL3	0
INTS9	0
HMBOX1	0
KIF13B	0
MBOAT4	0
DCTN6	0
RBPMS	0
GTF2E2	0
GSR	0
UBXN8	0
PPP2CB	0
WRN	0
NRG1	0
FUT10	0
TTI2	0
MAK16	0
RNF122	0
DUSP26	0
ZNF703	0
ERLIN2	0
BRF2	0
RAB11FIP1	0
ADRB3	0
EIF4EBP1	0
ASH2L	0
STAR	0
LSM1	0
BAG4	0
DDHD2	0
LETM2	0
FGFR1	0
TACC1	0
PLEKHA2	0
HTRA4	0
TM2D2	0
ADAM9	0
ADAM32	0
IDO1	0
IDO2	0
GOLGA7	0
GINS4	0
ANK1	0
KAT6A	0
AP3M2	0
PLAT	0
IKBKB	0
POLB	0
VDAC3	0
SLC20A2	0
SMIM19	0
CHRNA6	0
THAP1	0
RNF170	0
HOOK3	0
FNTA	0
POMK	0
HGSNAT	0
SPIDR	0
PRKDC	0
MCM4	0
UBE2V2	0
SNAI2	0
PXDNL	0
PCMTD1	0
ST18	0
RB1CC1	0
ATP6V1H	0
LYPLA1	0
MRPL15	0
SOX17	0
XKR4	0
TMEM68	0
TGS1	0
LYN	0
PLAG1	0
CHCHD7	0
SDR16C5	0
PENK	0
IMPAD1	0
FAM110B	0
UBXN2B	0
CYP7A1	0
NSMAF	0
TOX	0
CA8	0
CHD7	0
CLVS1	0
ASPH	0
GGH	0
TTPA	0
YTHDF3	0
BHLHE22	0
CYP7B1	0
ARMC1	0
MTFR1	0
PDE7A	0
DNAJC5B	0
TRIM55	0
RRS1	0
ADHFE1	0
MYBL1	0
VCPIP1	0
SGK3	0
MCMDC2	0
COPS5	0
CSPP1	0
ARFGEF1	0
PREX2	0
C8orf34	0
SULF1	0
SLCO5A1	0
NCOA2	0
LACTB2	0
XKR9	0
MSC	0
TERF1	0
SBSPON	0
RDH10	0
STAU2	0
UBE2W	0
TMEM70	0
LY96	0
JPH1	0
GDAP1	0
CRISPLD1	0
HNF4G	0
ZFHX4	0
PEX2	0
PKIA	0
ZC2HC1A	0
IL7	0
HEY1	0
MRPS28	0
ZBTB10	0
ZNF704	0
PAG1	0
FABP4	0
IMPA1	0
ZFAND1	0
CHMP4C	0
SNX16	0
LRRCC1	0
E2F5	0
CA13	0
CA2	0
ATP6V0D2	0
WWP1	0
RMDN1	0
CPNE3	0
MMP16	0
RIPK2	0
OSGIN2	0
NBN	0
TMEM64	0
NECAB1	0
OTUD6B	0
LRRC69	0
SLC26A7	0
RUNX1T1	0
TRIQK	0
RBM12B	0
TMEM67	0
PDP1	0
CDH17	0
GEM	0
RAD54B	0
FSBP	0
DPY19L4	0
INTS8	0
CCNE2	0
NDUFAF6	0
TP53INP1	0
PLEKHF2	0
C8orf37	0
MTERF3	0
PTDSS1	0
SDC2	0
CPQ	0
TSPYL5	0
LAPTM4B	0
MATN2	0
ERICH5	0
POP1	0
NIPAL2	0
STK3	0
OSR2	0
VPS13B	0
FBXO43	0
SPAG1	0
ANKRD46	0
SNX31	0
NCALD	0
RRM2B	0
UBR5	0
KLF10	0
AZIN1	0
ATP6V1C1	0
BAALC	0
FZD6	0
CTHRC1	0
SLC25A32	0
DCAF13	0
RIMS2	0
DPYS	0
DCSTAMP	0
LRP12	0
OXR1	0
ABRA	0
ANGPT1	0
EMC2	0
NUDCD1	0
PKHD1L1	0
EBAG9	0
SYBU	0
TRPS1	0
UTP23	0
AARD	0
MED30	0
EXT1	0
SAMD12	0
TNFRSF11B	0
ENPP2	0
TAF2	0
DSCC1	0
DEPTOR	0
COL14A1	0
MRPL13	0
MTBP	0
SNTB1	0
ZHX2	0
TBC1D31	0
C8orf76	0
ZHX1	0
ATAD2	0
WDYHV1	0
FBXO32	0
ANXA13	0
FAM91A1	0
TMEM65	0
TRMT12	0
RNF139	0
TATDN1	0
MTSS1	0
ZNF572	0
SQLE	0
NSMCE2	0
TRIB1	0
POU5F1B	0
MYC	0
ASAP1	0
EFR3A	0
KCNQ3	0
LRRC6	0
TMEM71	0
PHF20L1	0
TG	0
NDRG1	0
ST3GAL1	0
ZFAT	0
KHDRBS3	0
TRAPPC9	0
CHRAC1	0
AGO2	0
PTK2	0
DENND3	0
SLC45A4	0
GPR20	0
PTP4A3	0
TSNARE1	0
ARC	0
JRK	0
PSCA	0
LY6K	0
THEM6	0
LYPD2	0
GML	0
LY6H	0
GPIHBP1	0
GLI4	0
ZNF696	0
TOP1MT	0
RHPN1	0
ZC3H3	0
GSDMD	0
MROH6	0
NAPRT	0
TIGD5	0
TSTA3	0
ZNF623	0
ZNF707	0
FAM83H	0
SCRIB	0
PUF60	0
NRBP2	0
EPPK1	0
PLEC	0
PARP10	0
GRINA	0
SPATC1	0
OPLAH	0
EXOSC4	0
GPAA1	0
SHARPIN	0
HGH1	0
MROH1	0
BOP1	0
SCX	0
HSF1	0
DGAT1	0
SLC52A2	0
FBXL6	0
ADCK5	0
CPSF1	0
SLC39A4	0
TONSL	0
CYHR1	0
KIFC2	0
FOXH1	0
PPP1R16A	0
GPT	0
MFSD3	0
RECQL4	0
LRRC14	0
LRRC24	0
C8orf82	0
ARHGAP39	0
ZNF251	0
ZNF34	0
ZNF517	0
ZNF7	0
COMMD5	0
ZNF250	0
ZNF16	0
C8orf33	0
FOXD4	0
CBWD1	0
KANK1	0
DMRT2	0
SMARCA2	0
VLDLR	0
RFX3	0
GLIS3	0
SLC1A1	0
SPATA6L	0
CDC37L1	0
AK3	0
RCL1	0
JAK2	0
RLN2	0
RLN1	0
PLGRKT	0
CD274	0
PDCD1LG2	0
RIC1	0
ERMP1	0
KIAA2026	0
RANBP6	0
IL33	0
UHRF2	0
GLDC	0
PTPRD	0
LURAP1L	0
MPDZ	0
NFIB	0
ZDHHC21	0
TTC39B	0
SNAPC3	0
CCDC171	0
BNC2	0
CNTLN	0
ADAMTSL1	0
RRAGA	0
HAUS6	0
DENND4C	0
MLLT3	0
FOCAD	0
KLHL9	0
MTAP	0
CDKN2A	0
CDKN2B	0
DMRTA1	0
TUSC1	0
CAAP1	0
PLAA	0
IFT74	0
TEK	0
MOB3B	0
C9orf72	0
LINGO2	0
ACO1	0
DDX58	0
TOPORS	0
NDUFB6	0
TAF1L	0
APTX	0
SMU1	0
B4GALT1	0
BAG1	0
NFX1	0
AQP7	0
AQP3	0
NOL6	0
ANKRD18B	0
PRSS3	0
UBE2R2	0
UBAP2	0
DCAF12	0
UBAP1	0
KIF24	0
NUDT2	0
C9orf24	0
FAM219A	0
ENHO	0
RPP25L	0
SIGMAR1	0
GALT	0
IL11RA	0
CCL19	0
CCL21	0
DNAJB5	0
C9orf131	0
FANCG	0
PIGO	0
STOML2	0
FAM214B	0
UNC13B	0
RUSC2	0
FAM166B	0
TESK1	0
CD72	0
SIT1	0
ARHGEF39	0
CA9	0
TPM2	0
CREB3	0
GBA2	0
RGP1	0
MSMP	0
NPR2	0
SPAG8	0
HINT2	0
TMEM8B	0
FAM221B	0
HRCT1	0
RECK	0
GNE	0
RNF38	0
MELK	0
PAX5	0
ZCCHC7	0
GRHPR	0
ZBTB5	0
POLR1E	0
FBXO10	0
TOMM5	0
FRMPD1	0
TRMT10B	0
EXOSC3	0
DCAF10	0
SLC25A51	0
SHB	0
ALDH1B1	0
ANKRD18A	0
CNTNAP3	0
ANKRD20A2	0
CNTNAP3B	0
ANKRD20A4	0
CBWD5	0
ANKRD20A3	0
ZNF658	0
ANKRD20A1	0
CBWD3	0
FOXD4L3	0
PGM5	0
PIP5K1B	0
FAM122A	0
FXN	0
TJP2	0
APBA1	0
PTAR1	0
SMC5	0
KLF9	0
TRPM3	0
ABHD17B	0
C9orf85	0
GDA	0
TMC1	0
ALDH1A1	0
RORB	0
C9orf40	0
NMRK1	0
PCSK5	0
RFK	0
GCNT1	0
PRUNE2	0
VPS13A	0
GNA14	0
GNAQ	0
CEP78	0
PSAT1	0
TLE1	0
RASEF	0
FRMD3	0
IDNK	0
UBQLN1	0
GKAP1	0
KIF27	0
C9orf64	0
RMI1	0
SLC28A3	0
NTRK2	0
AGTPBP1	0
NAA35	0
GOLM1	0
C9orf153	0
ISCA1	0
GAS1	0
DAPK1	0
CTSL	0
CDK20	0
SPIN1	0
C9orf47	0
S1PR3	0
CKS2	0
SECISBP2	0
SEMA4D	0
GADD45G	0
DIRAS2	0
SYK	0
AUH	0
NFIL3	0
ROR2	0
SPTLC1	0
NOL8	0
CENPP	0
OGN	0
OMD	0
ASPN	0
ECM2	0
IPPK	0
BICD2	0
ZNF484	0
FGD3	0
SUSD3	0
NINJ1	0
WNK2	0
FAM120AOS	0
FAM120A	0
PHF2	0
PTPDC1	0
ZNF169	0
FBP1	0
FANCC	0
PTCH1	0
ERCC6L2	0
SLC35D2	0
ZNF367	0
HABP4	0
CDC14B	0
ZNF510	0
ZNF782	0
NUTM2G	0
CTSV	0
CCDC180	0
TDRD7	0
TMOD1	0
TSTD2	0
NCBP1	0
XPA	0
HEMGN	0
NANS	0
TRIM14	0
CORO2A	0
TBC1D2	0
ANKS6	0
GALNT12	0
COL15A1	0
TGFBR1	0
ALG2	0
NR4A3	0
STX17	0
INVS	0
TEX10	0
MSANTD3	0
BAAT	0
MRPL50	0
ZNF189	0
ALDOB	0
RNF20	0
GRIN3A	0
SMC2	0
NIPSNAP3A	0
NIPSNAP3B	0
ABCA1	0
SLC44A1	0
FSD1L	0
FKTN	0
TAL2	0
TMEM38B	0
ZNF462	0
RAD23B	0
KLF4	0
CTNNAL1	0
TMEM245	0
EPB41L4B	0
PTPN3	0
LPAR1	0
ZNF483	0
PTGR1	0
DNAJC25	0
DNAJC25-GNG10	0
GNG10	0
UGCG	0
SUSD1	0
PTBP3	0
HSDL2	0
KIAA1958	0
INIP	0
SNX30	0
SLC46A2	0
ZNF883	0
ZFP37	0
